color,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720,725,730,735,740,745,750,755,760,765,770,775,780,785,790,795,800,805,810,815,820,825,830,835,840,845,850,855,860,865,870,875,880,885,890,895,900,905,910,915,920,925,930,935,940,945,950,955,960,965,970,975,980,985,990,995,1000
green,0.000160801,0.000153845,0.000287589,0.000452754,0.000687203,0.000929968,0.001071986,0.001066353,0.00096067,0.000862398,0.000643468,0.000697029,0.00080474,0.000914579,0.001077632,0.001722989,0.003111959,0.005319297,0.008808131,0.015193133,0.022961931,0.033020154,0.044167172,0.05402096,0.060454771,0.061720353,0.057720486,0.048850339,0.040514022,0.031700585,0.024333619,0.018100416,0.0117502,0.009237312,0.006610654,0.004852551,0.003163135,0.001439989,0.000591624,0,0,0,0.000291098,0.000726646,0.000819604,0.000551649,0.000297504,1.60203E-05,0,0,0,0,0,0,0.000238175,0.00077453,0.000991191,0.000738682,0.0001658,0,0,0,0,0,0,2.66422E-05,0,3.76997E-05,4.29394E-05,4.6172E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54034E-06,7.60637E-05,0.000138319,0.000197353,0.000218679,0.000233455,0.000245633,0.000237381,0.000220188,0.00019329,0.0001669,0.000148601,0.000132775,0.000124353,0.000140141,0.000136718,0.000137874,0.000130396,0.000133751,0.000137236,0.00014498,0.000156048,0.000152583,0.000166143,0.000182845,0.000198505,0.00020441,0.000214463,0.000228838,0.000204295,0.000195152,0.00020583,0.000208492
green,0.000392484,0.000344724,0.000378881,0.000434932,0.000590486,0.000754892,0.000905325,0.000940022,0.000913581,0.000769251,0.00053316,0.000569288,0.000764559,0.000868564,0.001052952,0.001727939,0.003058999,0.005074389,0.008199001,0.013783874,0.020510303,0.029227464,0.038951382,0.047694847,0.05348286,0.054652821,0.051220562,0.043433335,0.036056623,0.028215988,0.021660795,0.016127136,0.010452038,0.008234541,0.005866117,0.004260697,0.002669912,0.00117106,0.000479088,2.6256E-05,0,3.22963E-05,0.000372713,0.00063062,0.000594333,0.000285409,0,0,0,0,0,0,0,0,0.000129727,0.000431299,0.00054684,0.000410141,6.65912E-05,0,0,0,0,0,0,0.000273212,0.000371356,0.000377118,0.000325374,0.000317987,0.000283738,0.000302284,0.000235301,9.69149E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36659E-05,5.53377E-05,0.000104362,0.000156391,0.00018271,0.000186232,0.000221275,0.000247924
green,0.000310398,0.000308022,0.000389945,0.000523234,0.000758686,0.000998057,0.001174412,0.001160376,0.000974628,0.000759206,0.000571627,0.000619221,0.000872215,0.000905856,0.00100844,0.00166028,0.003060845,0.005216178,0.00855407,0.014689775,0.022073235,0.031552583,0.041986551,0.051244959,0.057361111,0.058548085,0.054888263,0.046669498,0.038744371,0.030150982,0.022950709,0.016899634,0.010879282,0.008504221,0.005882684,0.00414058,0.00241293,0.000920639,0.000237709,0,0,0.00016245,0.000544268,0.000672472,0.00061391,0.00030928,5.80693E-05,0,0,0,0,0,0.000112121,0.000301647,0.000550787,0.000690042,0.000610723,0.000343934,0,0,0,0,0,0.000119923,0.00034772,0.000568228,0.000548529,0.000441978,0.00029057,0.000176011,0.000159761,4.37488E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35715E-05,0.000155363,0.000231455,0.00027847,0.000310599,0.00036895,0.00037135,0.000358863,0.000324632,0.00027948,0.000235733,0.000162822,0.000112988,9.78597E-05,3.01239E-05,0,0,0,0,0,0,0,0,0,0,0,2.82E-07,6.19046E-05,4.47112E-05,7.08545E-05,0.000109311,0.000143431
green,0.000188945,0.000201464,0.000366896,0.000564197,0.000806439,0.001025265,0.00114346,0.001086185,0.000913736,0.000735828,0.00060869,0.000871413,0.001001045,0.000940186,0.000897582,0.001425631,0.00279882,0.005050587,0.008529861,0.014802624,0.022383055,0.031984061,0.042407252,0.051548798,0.05761617,0.059013341,0.055516474,0.047319759,0.039464802,0.030923089,0.023530744,0.01718298,0.010865224,0.008496718,0.006040843,0.004355501,0.002635055,0.00122132,0.000477291,7.78175E-06,0,0.000149851,0.000588754,0.000800046,0.000714514,0.000332088,5.60165E-05,0,0,0,0,0,0,0.000151863,0.000563846,0.000973143,0.001078515,0.000756672,0.000146057,0,0,0,0,0,0.000226675,0.000584995,0.000688792,0.000736498,0.000633662,0.00041047,0.000240961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64472E-05,0.000190054,0.000294907,0.000381319,0.000444277,0.000484766,0.000489988,0.000460247,0.000413604,0.000370882,0.00031898,0.000245909,0.000213402,0.000162211,0.000109255,5.29314E-05,2.00491E-05,0,0,0,0,0,7.94E-07,3.98847E-05,8.38618E-05,0.000136114,0.000190585,0.000214386,0.000258715,0.000312068,0.000356106
green,0.000212915,7.47253E-05,6.38907E-05,0.000132654,0.000312017,0.00054707,0.000754227,0.000888657,0.000990697,0.001085805,0.000959877,0.000847983,0.000727828,0.000610579,0.000723485,0.00139643,0.002814642,0.00500404,0.008349258,0.014334014,0.021515023,0.030787122,0.041137733,0.05035609,0.056394912,0.057605453,0.054009646,0.04575463,0.037862599,0.029553665,0.022680981,0.016867312,0.010871145,0.00846142,0.005929776,0.004239415,0.002577493,0.00099629,0.000281714,0,0,9.19568E-05,0.000506579,0.000717748,0.000711452,0.000410774,6.85935E-05,0,0,0,0,0,0,6.05574E-05,0.000337414,0.00066485,0.000862653,0.000798158,0.000381658,1.63595E-05,0,0,0,0,0,0.000174792,0.000267821,0.000230925,9.15205E-05,1.43309E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110565,0.000219808,0.000311699,0.00037601,0.000432263,0.000458783,0.000452712,0.000428052,0.000395965,0.00037001,0.000311057,0.000274075,0.000200094,0.000138465,7.06226E-05,2.48155E-05,0,0,0,0,0,0,0,0,4.26207E-05,9.62979E-05,9.0924E-05,0.00011442,0.000146908,0.000182419
green,0.000199946,0.000263233,0.000411637,0.000591173,0.000791795,0.000907002,0.000932176,0.000810739,0.00065263,0.000415312,0.000349033,0.00059556,0.00079824,0.000877789,0.001010981,0.001610512,0.002973155,0.00516647,0.008574804,0.014600154,0.021794777,0.031079816,0.041437369,0.050630692,0.056799226,0.058154307,0.054540496,0.046189494,0.038223393,0.029891087,0.022999661,0.017124435,0.011071866,0.008620947,0.006133885,0.00450949,0.002851368,0.001232507,0.000514631,4.78649E-05,0,5.92891E-05,0.000374665,0.000566576,0.000582828,0.000456775,0.000337943,0.000141146,0,0,0,0,0,0,0.000311613,0.000625539,0.000775941,0.000674526,0.000284464,7.55261E-05,0,0,0,6.18635E-05,0.000223567,0.000431783,0.000378096,0.000280185,0.000140881,5.57343E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90757E-05,0.000176104,0.000234831,0.000278616,0.000295418,0.000300224,0.000307556,0.000306504,0.000292882,0.000306628,0.000236863,0.000187389,0.000115149,6.53912E-05,1.39207E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.48802E-05
green,0.000265805,0.000206497,0.000309807,0.000474684,0.000724564,0.000935777,0.001066767,0.000990659,0.000913027,0.000788656,0.000625174,0.000769479,0.000974109,0.000965742,0.001015799,0.001656576,0.003088604,0.005308196,0.008748583,0.015099737,0.022768592,0.032710835,0.043777052,0.053602848,0.059942067,0.061005611,0.057028051,0.048643503,0.04062245,0.031856343,0.024407895,0.018035498,0.011639629,0.009017027,0.006342549,0.004678479,0.003056623,0.001270593,0.000449368,4.81185E-05,0,0,0.000162331,0.000465713,0.000638254,0.000478114,0.000157489,0,0,0,0,0,0,0,0.000291548,0.000651232,0.000822845,0.000718485,0.000263565,2.7763E-05,0,0,0,0,0.000205159,0.000496903,0.000604408,0.000550617,0.000386372,0.000242189,0.000190156,0.000122469,2.70506E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61987E-05,0.000199558,0.000292807,0.000367047,0.000412281,0.000433252,0.00043653,0.000409096,0.000366323,0.00033146,0.000319601,0.000242526,0.000172795,0.000120838,6.12199E-05,6.14009E-06,0,0,0,0,0,0,0,0,0,5.20836E-05,0.000109679,0.000151528,0.000191642,0.000269711,0.000335663
red,5.04256E-05,0.000166833,0.000293455,0.000378708,0.000418474,0.000410405,0.000352059,0.000292579,0.000256328,0.000187568,0.000195674,0.000180499,0.000146819,0.00012461,0.000170262,0.000282773,0.000430642,0.000572071,0.000668973,0.000668049,0.000624181,0.000596394,0.000560793,0.000478078,0.000371165,0.00024626,0.000197729,0.000370072,0.000508747,0.00063911,0.000684125,0.000723716,0.001029617,0.001573348,0.002636169,0.004125868,0.006387329,0.01780962,0.025070844,0.033287793,0.041615024,0.048654839,0.051078901,0.046420183,0.039059833,0.028871456,0.019053485,0.011175475,0.006286243,0.003316502,0,0,0,0,7.47E-08,0.000292359,0.000416241,0.000511365,0.000395564,0.000179225,0,0,0,0.000139017,0.000247297,0.000334603,0.000168039,0,0,0,0,0,0,0,0,0,1.5852E-05,0.000130181,0.000226551,0.000299146,0.00035618,0.000363772,0.000364401,0.000348603,0.00032917,0.000311193,0.000290155,0.000278196,0.000260901,0.000243307,0.000215142,0.000179865,0.000130636,8.3844E-05,1.65543E-05,0,0,0,0,0,0,0,0,0,2.00359E-05,4.96737E-05,6.63142E-05,7.66113E-05,8.17387E-05,8.24594E-05,7.38784E-05,9.02227E-05,7.56269E-05,7.32994E-05,4.88452E-05,3.04031E-05,1.22624E-05,2.10662E-06,0,0,0
red,0.000139265,0.000192384,0.000238735,0.000293834,0.000334463,0.000356557,0.000362664,0.000380431,0.000410058,0.000381171,0.000332029,0.000253962,0.000294368,0.000333932,0.000382505,0.000445327,0.000487292,0.00051359,0.000534152,0.000543827,0.000590029,0.000674368,0.000728851,0.000697987,0.000613874,0.000449198,0.000336056,0.00045798,0.000586794,0.000749927,0.000887036,0.001026006,0.00139866,0.001950479,0.003053688,0.004672252,0.007215984,0.02024873,0.028615009,0.038045097,0.047607239,0.055531289,0.058066845,0.052484218,0.043980576,0.03246171,0.02138425,0.012401165,0.006802841,0.003487115,0,0,0,0,0,0,5.90542E-05,0.00029547,0.000302072,0.000165129,2.98525E-05,5.51474E-06,7.78907E-05,0.00026739,0.000387918,0.000477429,0.000293122,0,0,0,0,0,0,0,2.05157E-05,0.000119362,0.000218807,0.000311876,0.000372488,0.000406028,0.000430273,0.000425101,0.000414842,0.000391065,0.000356159,0.000325508,0.00028074,0.000265135,0.00024041,0.00020959,0.000161395,0.000102239,3.69047E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32424E-06,1.47055E-05,3.21408E-05,2.91168E-05,4.08544E-05,2.76716E-05,3.00629E-05,3.10469E-05,0.000108254,7.17658E-05,7.45728E-05,8.45686E-05
